cik,sic,sic1,sic2,sic3
1418225,3533,3,35,353
1418255,9995,9,99,999
1418819,4899,4,48,489
1418862,2990,2,29,299
1418919,2834,2,28,283
1419041,2836,2,28,283
1419178,6282,6,62,628
1419242,4991,4,49,499
1419428,1381,1,13,138
1419465,4100,4,41,410
1419521,6798,6,67,679
1419581,3714,3,37,371
1419600,2834,2,28,283
1419612,3674,3,36,367
1419625,7370,7,73,737
1419723,2990,2,29,299
1419806,1090,1,10,109
1419852,5712,5,57,571
1419945,4412,4,44,441
1420302,7370,7,73,737
1420413,9995,9,99,999
1420520,3674,3,36,367
1420525,6020,6,60,602
1420529,8200,8,82,820
1420565,2836,2,28,283
1420720,2836,2,28,283
1420783,4922,4,49,492
1420800,3540,3,35,354
1420811,6159,6,61,615
1420850,7370,7,73,737
1421100,2330,2,23,233
1421182,2621,2,26,262
1421419,3845,3,38,384
1421461,1400,1,14,140
1421517,3559,3,35,355
1421561,2650,2,26,265
1421712,4412,4,44,441
1421876,2836,2,28,283
1422105,3334,3,33,333
1422109,1700,1,17,170
1422142,2834,2,28,283
1422143,2836,2,28,283
1422183,6797,6,67,679
1422185,3711,3,37,371
1422678,7350,7,73,735
1422841,4941,4,49,494
1422862,3569,3,35,356
1422892,4731,4,47,473
1423221,3442,3,34,344
1423542,3651,3,36,365
1423689,6798,6,67,679
1423824,2836,2,28,283
1423869,6020,6,60,602
1423902,4922,4,49,492
1424755,7370,7,73,737
1424847,2111,2,21,211
1424929,3751,3,37,375
1425205,2836,2,28,283
1425287,3711,3,37,371
1425292,2870,2,28,287
1425450,3842,3,38,384
1425565,3690,3,36,369
1425715,5093,5,50,509
1426800,2836,2,28,283
1426945,4731,4,47,473
1427553,5700,5,57,570
1427570,3841,3,38,384
1427925,2834,2,28,283
1428156,8731,8,87,873
1428205,6798,6,67,679
1428336,7370,7,73,737
1428439,3651,3,36,365
1428522,2836,2,28,283
1428529,7372,7,73,737
1428875,7340,7,73,734
1429260,6211,6,62,621
1429360,3537,3,35,353
1429386,2836,2,28,283
1429560,2836,2,28,283
1429688,9995,9,99,999
1429937,1040,1,10,104
1430306,2834,2,28,283
1430452,7372,7,73,737
1430592,6282,6,62,628
1430602,4833,4,48,483
1430723,6020,6,60,602
1430725,4400,4,44,440
1431372,1311,1,13,131
1431567,6020,6,60,602
1431897,2000,2,20,200
1431959,1311,1,13,131
1432150,3674,3,36,367
1432196,1040,1,10,104
1432732,3841,3,38,384
1433195,7370,7,73,737
1433270,1311,1,13,131
1433607,3845,3,38,384
1433642,6282,6,62,628
1433660,3550,3,35,355
1433714,7370,7,73,737
1434130,6726,6,67,672
1434220,7011,7,70,701
1434316,2836,2,28,283
1434418,2836,2,28,283
1434524,3823,3,38,382
1434588,8200,8,82,820
1434589,3711,3,37,371
1434598,8734,8,87,873
1434614,1040,1,10,104
1434620,6532,6,65,653
1434621,6163,6,61,616
1434647,2834,2,28,283
1434728,4941,4,49,494
1434729,5961,5,59,596
1434754,4412,4,44,441
1434842,1389,1,13,138
1434868,2836,2,28,283
1435049,2836,2,28,283
1435064,3679,3,36,367
1435508,6020,6,60,602
1436040,7381,7,73,738
1436126,8711,8,87,871
1436208,2451,2,24,245
1436304,2836,2,28,283
1436425,6035,6,60,603
1436549,2990,2,29,299
1436612,9995,9,99,999
1437071,6798,6,67,679
1437106,7380,7,73,738
1437107,4841,4,48,484
1437226,7361,7,73,736
1437260,4412,4,44,441
1437352,7370,7,73,737
1437402,2836,2,28,283
1437557,1311,1,13,131
1437578,8351,8,83,835
1437786,2836,2,28,283
1437958,6020,6,60,602
1438133,3845,3,38,384
1438231,3679,3,36,367
1438423,3674,3,36,367
1438533,2836,2,28,283
1438569,2836,2,28,283
1438644,8200,8,82,820
1438731,7374,7,73,737
1438893,6726,6,67,672
1439095,5051,5,50,505
1439124,4911,4,49,491
1439199,7361,7,73,736
1439222,2836,2,28,283
1439229,7311,7,73,731
1439288,3560,3,35,356
1439404,7372,7,73,737
1440024,4731,4,47,473
1440130,4941,4,49,494
1440292,6798,6,67,679
1441236,2670,2,26,267
1441567,7374,7,73,737
1441683,7370,7,73,737
1441693,2870,2,28,287
1441816,7370,7,73,737
1441848,2836,2,28,283
1441849,1220,1,12,122
1442145,6411,6,64,641
1442215,1311,1,13,131
1442222,7372,7,73,737
1442236,4950,4,49,495
1442505,4899,4,48,489
1442596,7370,7,73,737
1442620,3533,3,35,353
1442626,6798,6,67,679
1442741,6020,6,60,602
1442836,2836,2,28,283
1443062,4955,4,49,495
1443387,6726,6,67,672
1443646,7370,7,73,737
1443669,3559,3,35,355
1443799,4412,4,44,441
1443979,9995,9,99,999
1444064,6200,6,62,620
1444192,2833,2,28,283
1444307,2836,2,28,283
1444363,6200,6,62,620
1444380,3845,3,38,384
1444397,6035,6,60,603
1444406,2911,2,29,291
1444598,7374,7,73,737
1444677,5065,5,50,506
1444706,6797,6,67,679
1444914,5331,5,53,533
1445283,2836,2,28,283
1445305,7370,7,73,737
1445930,6020,6,60,602
1446159,3841,3,38,384
1446251,7363,7,73,736
1446847,2834,2,28,283
1447028,2836,2,28,283
1447051,6035,6,60,603
1447382,1381,1,13,138
1447599,3663,3,36,366
1447669,7370,7,73,737
1448056,7370,7,73,737
1448301,6036,6,60,603
1448397,4412,4,44,441
1448893,6351,6,63,635
1449278,7372,7,73,737
1449488,1382,1,13,138
1449579,3674,3,36,367
1449732,1623,1,16,162
1449792,3612,3,36,361
1449801,3312,3,33,331
1449877,2911,2,29,291
1450307,5812,5,58,581
1450445,6726,6,67,672
1450598,4899,4,48,489
1451505,1381,1,13,138
1451951,7370,7,73,737
1452217,2860,2,28,286
1452384,1381,1,13,138
1452575,2020,2,20,202
1452751,3572,3,35,357
1452857,9997,9,99,999
1453015,3690,3,36,369
1453593,2836,2,28,283
1453687,2836,2,28,283
1453814,7370,7,73,737
1453820,6331,6,63,633
1454021,6726,6,67,672
1454189,2836,2,28,283
1454389,6162,6,61,616
1454741,6726,6,67,672
1454789,2836,2,28,283
1454978,6726,6,67,672
1454979,6726,6,67,672
1454980,6726,6,67,672
1454981,6726,6,67,672
1455684,3510,3,35,351
1455886,1040,1,10,104
1456346,6795,6,67,679
1456772,6798,6,67,679
1457543,3841,3,38,384
1457612,2836,2,28,283
1458660,4412,4,44,441
1458696,7372,7,73,737
1458891,1381,1,13,138
1458962,7370,7,73,737
1459200,7370,7,73,737
1459266,2834,2,28,283
1459417,7370,7,73,737
1459450,2836,2,28,283
1460198,3841,3,38,384
1460329,8742,8,87,874
1460602,2836,2,28,283
1460702,2836,2,28,283
1460801,7373,7,73,737
1461119,8011,8,80,801
1461640,6020,6,60,602
1461755,6020,6,60,602
1461993,2834,2,28,283
1462120,6020,6,60,602
1462223,7370,7,73,737
1462418,7389,7,73,738
1462586,6726,6,67,672
1462633,7372,7,73,737
1462694,6020,6,60,602
1463101,3674,3,36,367
1463172,7370,7,73,737
1463258,2990,2,29,299
1463361,2836,2,28,283
1463398,2890,2,28,289
1463471,2990,2,29,299
1463729,2836,2,28,283
1463959,2834,2,28,283
1463972,3651,3,36,365
1464343,6141,6,61,614
1464423,6798,6,67,679
1464591,1311,1,13,131
1464666,1311,1,13,131
1464790,7389,7,73,738
1464963,6797,6,67,679
1465112,4841,4,48,484
1465128,6798,6,67,679
1465317,3580,3,35,358
1465740,6798,6,67,679
1465885,6798,6,67,679
1466026,6020,6,60,602
1466085,6798,6,67,679
1466258,3585,3,35,358
1466292,6020,6,60,602
1466301,2836,2,28,283
1466538,6282,6,62,628
1466593,4911,4,49,491
1466815,7370,7,73,737
1467027,6798,6,67,679
1467154,2834,2,28,283
1467373,8742,8,87,874
1467623,7370,7,73,737
1467652,2834,2,28,283
1467760,6798,6,67,679
1467808,8090,8,80,809
1467858,3711,3,37,371
1468079,1311,1,13,131
1468091,4812,4,48,481
1468174,7011,7,70,701
1468328,8082,8,80,808
1468516,7370,7,73,737
1468666,7372,7,73,737
1468748,2836,2,28,283
1468944,6552,6,65,655
1469134,6020,6,60,602
1469367,3620,3,36,362
1469372,4841,4,48,484
1469392,6726,6,67,672
1469395,4911,4,49,491
1469433,7370,7,73,737
1469443,2836,2,28,283
1469510,1311,1,13,131
1469606,5171,5,51,517
1470099,7370,7,73,737
1470157,7372,7,73,737
1470205,6020,6,60,602
1470215,8742,8,87,874
1470683,3250,3,32,325
1470699,8200,8,82,820
1470795,6035,6,60,603
1471038,7373,7,73,737
1471055,6020,6,60,602
1471088,6035,6,60,603
1471261,1311,1,13,131
1471265,6035,6,60,603
1471420,6726,6,67,672
1471458,5600,5,56,560
1472072,7350,7,73,735
1472215,6726,6,67,672
1472341,6726,6,67,672
1472343,2835,2,28,283
1472353,8742,8,87,874
1472595,8741,8,87,874
1472619,1040,1,10,104
1472787,6361,6,63,636
1473061,1311,1,13,131
1473078,6798,6,67,679
1473298,7990,7,79,799
1473334,2510,2,25,251
1473597,3674,3,36,367
1473844,6020,6,60,602
1474042,4412,4,44,441
1474098,6798,6,67,679
1474432,3572,3,35,357
1474439,4899,4,48,489
1474464,6798,6,67,679
1474547,1090,1,10,109
1474558,1000,1,10,100
1474627,3845,3,38,384
1474735,3621,3,36,362
1474777,6798,6,67,679
1474835,2834,2,28,283
1474903,7363,7,73,736
1474952,2834,2,28,283
1475260,2911,2,29,291
1475274,7370,7,73,737
1475348,6020,6,60,602
1475841,6020,6,60,602
1475922,6311,6,63,631
1476034,6020,6,60,602
1476045,6798,6,67,679
1476150,6798,6,67,679
1476170,3841,3,38,384
1476264,6020,6,60,602
1476651,6020,6,60,602
1476719,5400,5,54,540
1476721,6726,6,67,672
1476765,6797,6,67,679
1476963,2836,2,28,283
1477032,1400,1,14,140
1477156,4991,4,49,499
1477200,7370,7,73,737
1477246,100,0,1,10
1477294,3823,3,38,382
1477324,6531,6,65,653
1477425,7370,7,73,737
1477449,8090,8,80,809
1477641,3674,3,36,367
1478069,2836,2,28,283
1478085,3089,3,30,308
1478102,6726,6,67,672
1478121,2836,2,28,283
1478242,8731,8,87,873
1478454,6035,6,60,603
1478484,5961,5,59,596
1478726,6035,6,60,603
1478888,6726,6,67,672
1478950,6798,6,67,679
1479094,6798,6,67,679
1479238,6726,6,67,672
1479290,2836,2,28,283
1479419,2836,2,28,283
1479426,7373,7,73,737
1479750,6020,6,60,602
1479920,4412,4,44,441
1480999,6726,6,67,672
1481055,4412,4,44,441
1481241,4412,4,44,441
1481506,4922,4,49,492
1481512,2836,2,28,283
1481513,3674,3,36,367
1481582,5051,5,50,505
1481792,2750,2,27,275
1481832,6798,6,67,679
1482080,2836,2,28,283
1482512,6798,6,67,679
1483096,1311,1,13,131
1483195,6035,6,60,603
1483405,1311,1,13,131
1483510,5600,5,56,560
1483830,4922,4,49,492
1483934,4412,4,44,441
1483994,7011,7,70,701
1484457,1000,1,10,100
1484478,2834,2,28,283
1484504,7373,7,73,737
1484565,3845,3,38,384
1484949,6036,6,60,603
1485001,6036,6,60,603
1485003,2836,2,28,283
1485176,6035,6,60,603
1485469,3711,3,37,371
1485487,7310,7,73,731
1485527,6020,6,60,602
1485538,3310,3,33,331
1485922,6512,6,65,651
1485933,7372,7,73,737
1485964,6035,6,60,603
1486058,6035,6,60,603
1486159,1311,1,13,131
1486298,6726,6,67,672
1486299,200,0,2,20
1486800,6099,6,60,609
1486957,3559,3,35,355
1487052,6020,6,60,602
1487101,7370,7,73,737
1487198,8200,8,82,820
1487295,7372,7,73,737
1487310,2835,2,28,283
1487371,3845,3,38,384
1487428,6797,6,67,679
1487525,3845,3,38,384
1487610,6726,6,67,672
1487712,7359,7,73,735
1487730,3690,3,36,369
1487782,6798,6,67,679
1487843,4400,4,44,440
1487918,6797,6,67,679
1487952,3674,3,36,367
1487986,4813,4,48,481
1487990,3674,3,36,367
1487999,7359,7,73,735
1488039,2834,2,28,283
1488075,7370,7,73,737
1488139,1600,1,16,160
1488613,2836,2,28,283
1488775,6726,6,67,672
1488813,6020,6,60,602
1488917,3845,3,38,384
1489096,3690,3,36,369
1489136,5171,5,51,517
1489137,3390,3,33,339
1489147,3577,3,35,357
1489161,3845,3,38,384
1489393,2820,2,28,282
1489784,2200,2,22,220
1489895,7372,7,73,737
1489979,5411,5,54,541
1490013,6797,6,67,679
1490165,7350,7,73,735
1490186,7812,7,78,781
1490281,7370,7,73,737
1490286,6726,6,67,672
1490349,6797,6,67,679
1490366,2085,2,20,208
1490412,7372,7,73,737
1490630,1220,1,12,122
1490636,5600,5,56,560
1490658,6141,6,61,614
1490660,7370,7,73,737
1490892,6798,6,67,679
1490906,6035,6,60,603
1490930,7812,7,78,781
1490983,6798,6,67,679
1491419,7370,7,73,737
1491487,7370,7,73,737
1491501,5051,5,50,505
1491576,2836,2,28,283
1491778,7370,7,73,737
1492165,6020,6,60,602
1492261,3824,3,38,382
1492298,6798,6,67,679
1492422,2834,2,28,283
1492426,2836,2,28,283
1492633,8700,8,87,870
1492658,3842,3,38,384
1492674,2835,2,28,283
1492691,4213,4,42,421
1492832,1311,1,13,131
1492915,6036,6,60,603
1492966,8200,8,82,820
1493182,6035,6,60,603
1493225,6035,6,60,603
1493491,6036,6,60,603
1493523,6726,6,67,672
1493552,6035,6,60,603
1493566,2836,2,28,283
1493594,3674,3,36,367
1493637,3674,3,36,367
1493639,7370,7,73,737
1493761,3651,3,36,365
1494037,3577,3,35,357
1494259,7370,7,73,737
1494319,5160,5,51,516
1494448,6159,6,61,615
1494530,6726,6,67,672
1494538,6797,6,67,679
1494558,8200,8,82,820
1494582,7310,7,73,731
1494650,2834,2,28,283
1494891,3845,3,38,384
1494904,6351,6,63,635
1495153,4700,4,47,470
1495222,6726,6,67,672
1495231,7370,7,73,737
1495240,6798,6,67,679
1495320,3100,3,31,310
1495479,5812,5,58,581
1495569,3663,3,36,366
1495660,3841,3,38,384
1495825,6726,6,67,672
1495925,6411,6,64,641
1495932,6531,6,65,653
1496048,6798,6,67,679
1496099,6797,6,67,679
1496292,6726,6,67,672
1496371,4812,4,48,481
1496443,7374,7,73,737
1496623,6141,6,61,614
1496631,6020,6,60,602
1496671,2836,2,28,283
1497186,6726,6,67,672
1497253,2836,2,28,283
1497270,1040,1,10,104
1497275,6020,6,60,602
1497350,5122,5,51,512
1497504,2834,2,28,283
1497645,6798,6,67,679
1497770,6162,6,61,616
1497862,6531,6,65,653
1498021,8090,8,80,809
1498068,8090,8,80,809
1498301,5621,5,56,562
1498382,2836,2,28,283
1498403,2836,2,28,283
1498576,7370,7,73,737
1498612,6726,6,67,672
1498710,4512,4,45,451
1498720,6200,6,62,620
1498828,6552,6,65,655
1499422,6020,6,60,602
1499453,6020,6,60,602
1499470,2834,2,28,283
1499505,2060,2,20,206
1499506,100,0,1,10
1499543,6282,6,62,628
1499593,9995,9,99,999
1499599,7370,7,73,737
1499619,8200,8,82,820
1499620,8200,8,82,820
1499673,5500,5,55,550
1499686,6798,6,67,679
1499717,7363,7,73,736
1499744,5961,5,59,596
1499780,4412,4,44,441
1499781,7370,7,73,737
1499807,3841,3,38,384
1499832,4832,4,48,483
1499849,100,0,1,10
1499912,6211,6,62,621
1499934,5812,5,58,581
1499961,7374,7,73,737
1500096,6726,6,67,672
1500108,8200,8,82,820
1500213,6036,6,60,603
1500217,6798,6,67,679
1500252,7372,7,73,737
1500308,7370,7,73,737
1500341,3411,3,34,341
1500424,1311,1,13,131
1500435,3861,3,38,386
1500689,3510,3,35,351
1500836,6035,6,60,603
1500866,7370,7,73,737
1501078,6035,6,60,603
1501103,6199,6,61,619
1501134,8071,8,80,807
1501176,2320,2,23,232
1501364,6036,6,60,603
1501570,6020,6,60,602
1501585,3730,3,37,373
1501756,2836,2,28,283
1501775,7389,7,73,738
1501919,7372,7,73,737
1501989,2836,2,28,283
1502012,1311,1,13,131
1502034,5400,5,54,540
1502154,1040,1,10,104
1502292,6331,6,63,633
1502554,1531,1,15,153
1502573,6726,6,67,672
1502711,6726,6,67,672
1502749,6035,6,60,603
1502916,3634,3,36,363
1503274,3845,3,38,384
1503290,6726,6,67,672
1503518,8090,8,80,809
1503584,4412,4,44,441
1503802,2834,2,28,283
1503812,2011,2,20,201
1504008,6020,6,60,602
1504234,6726,6,67,672
1504379,3281,3,32,328
1504461,5900,5,59,590
1504545,6726,6,67,672
1504619,6797,6,67,679
1504678,2821,2,28,282
1504747,5160,5,51,516
1504795,4412,4,44,441
1504796,7822,7,78,782
1505155,7370,7,73,737
1505413,1311,1,13,131
1505512,2836,2,28,283
1505732,6020,6,60,602
1505823,6035,6,60,603
1506251,2834,2,28,283
1506289,6726,6,67,672
1506307,4923,4,49,492
1506401,6798,6,67,679
1506439,7370,7,73,737
1506488,6726,6,67,672
1506492,3845,3,38,384
1506756,3714,3,37,371
1506928,3841,3,38,384
1506932,1311,1,13,131
1507051,7372,7,73,737
1507079,5211,5,52,521
1507154,9995,9,99,999
1507277,6020,6,60,602
1507385,6798,6,67,679
1507605,6794,6,67,679
1507615,4610,4,46,461
1507881,8060,8,80,806
1507934,4833,4,48,483
1507957,3620,3,36,362
1507986,6099,6,60,609
1508171,6797,6,67,679
1508475,7370,7,73,737
1508478,5812,5,58,581
1508655,6797,6,67,679
1508844,1040,1,10,104
1508913,7370,7,73,737
1509190,2836,2,28,283
1509223,5500,5,55,550
1509432,6794,6,67,679
1509470,6797,6,67,679
1509589,1311,1,13,131
1509646,4899,4,48,489
1509745,2836,2,28,283
1509892,6797,6,67,679
1509986,7370,7,73,737
1509991,1311,1,13,131
1510295,2911,2,29,291
1510326,7830,7,78,783
1510400,1040,1,10,104
1510487,2836,2,28,283
1510580,2836,2,28,283
1510593,7370,7,73,737
1510599,6726,6,67,672
1511071,6035,6,60,603
1511198,6036,6,60,603
1511337,6798,6,67,679
1511683,7370,7,73,737
1511737,3663,3,36,366
1512074,3577,3,35,357
1512077,7822,7,78,782
1512138,2835,2,28,283
1512499,4700,4,47,470
1512673,7374,7,73,737
1512717,2834,2,28,283
1512762,2836,2,28,283
1512931,6797,6,67,679
1513161,6162,6,61,616
1513363,6797,6,67,679
1513525,2834,2,28,283
1513761,4400,4,44,440
1513818,2836,2,28,283
1513845,7370,7,73,737
1513856,2836,2,28,283
1513965,4922,4,49,492
1513970,6726,6,67,672
1513971,6035,6,60,603
1514128,6321,6,63,632
1514131,6035,6,60,603
1514226,4581,4,45,458
1514242,9995,9,99,999
1514281,6798,6,67,679
1514341,1090,1,10,109
1514416,7370,7,73,737
1514490,6726,6,67,672
1514597,1000,1,10,100
1514705,3312,3,33,331
1514732,1382,1,13,138
1514743,6035,6,60,603
1514991,4833,4,48,483
1515003,3669,3,36,366
1515156,3559,3,35,355
1515324,6726,6,67,672
1515671,6726,6,67,672
1515673,2836,2,28,283
1515794,6020,6,60,602
1515816,6798,6,67,679
1515940,6726,6,67,672
1515980,6798,6,67,679
1516007,5171,5,51,517
1516479,2834,2,28,283
1516805,7370,7,73,737
1516899,4700,4,47,470
1516912,6020,6,60,602
1516973,6798,6,67,679
1517022,2836,2,28,283
1517130,2090,2,20,209
1517175,5140,5,51,514
1517228,3663,3,36,366
1517302,6282,6,62,628
1517342,1381,1,13,138
1517396,3577,3,35,357
1517399,6020,6,60,602
1517401,7990,7,79,799
1517492,7510,7,75,751
1517496,7990,7,79,799
1517518,6199,6,61,619
1517526,9995,9,99,999
1517650,7372,7,73,737
1518222,7370,7,73,737
1518419,6794,6,67,679
1518587,3350,3,33,335
1518621,6798,6,67,679
1518715,6036,6,60,603
1518832,1311,1,13,131
1519061,2821,2,28,282
1519380,3663,3,36,366
1519401,6141,6,61,614
1519505,6726,6,67,672
1519632,1311,1,13,131
1519751,2430,2,24,243
1519817,9995,9,99,999
1520006,1311,1,13,131
1520262,2834,2,28,283
1520300,6036,6,60,603
1520504,4512,4,45,451
1520566,6162,6,61,616
1520697,8060,8,80,806
1520744,4899,4,48,489
1521036,2835,2,28,283
1521332,3714,3,37,371
1521404,6726,6,67,672
1521847,1311,1,13,131
1521951,6020,6,60,602
1522327,6036,6,60,603
1522420,6035,6,60,603
1522602,2836,2,28,283
1522727,1389,1,13,138
1522807,6726,6,67,672
1523404,4610,4,46,461
1523836,5961,5,59,596
1524025,5600,5,56,560
1524190,8071,8,80,807
1524223,6282,6,62,628
1524358,7011,7,70,701
1524471,3812,3,38,381
1524472,3561,3,35,356
1524741,1400,1,14,140
1524931,5812,5,58,581
1525201,6722,6,67,672
1525221,4522,4,45,452
1525287,5171,5,51,517
1525494,7370,7,73,737
1525769,5810,5,58,581
1525773,4899,4,48,489
1525998,2870,2,28,287
1526104,6726,6,67,672
1526113,6798,6,67,679
1526119,2836,2,28,283
1526125,7370,7,73,737
1526160,7372,7,73,737
1526329,6726,6,67,672
1526520,7370,7,73,737
1526796,5812,5,58,581
1526952,6020,6,60,602
1527166,6282,6,62,628
1527349,9995,9,99,999
1527469,6311,6,63,631
1527541,6798,6,67,679
1527590,6798,6,67,679
1527599,2834,2,28,283
1527622,5171,5,51,517
1527635,7370,7,73,737
1527636,7370,7,73,737
1527709,1311,1,13,131
1527762,5961,5,59,596
1527890,7372,7,73,737
1528129,1311,1,13,131
1528356,4931,4,49,493
1528393,1311,1,13,131
1528396,7372,7,73,737
1528437,6726,6,67,672
1528557,3845,3,38,384
1528558,6798,6,67,679
1528610,6020,6,60,602
1528752,7372,7,73,737
1528837,1311,1,13,131
1528843,6036,6,60,603
1528849,5712,5,57,571
1528903,7372,7,73,737
1528930,7200,7,72,720
1529113,5045,5,50,504
1529192,5961,5,59,596
1529377,6798,6,67,679
1529463,1389,1,13,138
1529628,1400,1,14,140
1529864,6141,6,61,614
1530238,7370,7,73,737
1530249,6036,6,60,603
1530721,2300,2,23,230
1530804,2810,2,28,281
1530950,2015,2,20,201
1531031,6020,6,60,602
1532063,5912,5,59,591
1532079,2834,2,28,283
1532286,1389,1,13,138
1532543,3910,3,39,391
1532619,6798,6,67,679
1532700,9995,9,99,999
1532750,1311,1,13,131
1532930,1389,1,13,138
1532961,8711,8,87,871
1532981,7812,7,78,781
1533040,2836,2,28,283
1533232,4991,4,49,499
1533454,2911,2,29,291
1533526,3350,3,33,335
1533615,6798,6,67,679
1533924,1311,1,13,131
1533932,7374,7,73,737
1533998,2835,2,28,283
1534120,2834,2,28,283
1534126,4412,4,44,441
1534287,2860,2,28,286
1534293,6726,6,67,672
1534504,2911,2,29,291
1534525,2836,2,28,283
1534675,3442,3,34,344
1534701,2911,2,29,291
1534708,2085,2,20,208
1534880,6199,6,61,619
1534992,5812,5,58,581
1535031,3100,3,31,310
1535379,7370,7,73,737
1535929,6311,6,63,631
1535955,2834,2,28,283
1536035,5411,5,54,541
1536196,2836,2,28,283
1537028,1381,1,13,138
1537054,4899,4,48,489
1537063,6798,6,67,679
1537435,3621,3,36,362
1537667,6798,6,67,679
1537917,2836,2,28,283
1537951,5051,5,50,505
1538217,7311,7,73,731
1538263,6020,6,60,602
1538375,7370,7,73,737
1538789,5172,5,51,517
1538822,1311,1,13,131
1538849,5172,5,51,517
1538990,6798,6,67,679
1539029,2834,2,28,283
1539042,8711,8,87,871
1539638,6036,6,60,603
1539838,1311,1,13,131
1539894,6331,6,63,633
1540145,2834,2,28,283
1540159,2836,2,28,283
1540400,7370,7,73,737
1540729,1220,1,12,122
1540947,4922,4,49,492
1541119,6035,6,60,603
1541133,6726,6,67,672
1541157,2836,2,28,283
1541401,6798,6,67,679
1542299,6035,6,60,603
1543268,2860,2,28,286
1543418,1000,1,10,100
1543643,6020,6,60,602
1544116,2834,2,28,283
1544175,3560,3,35,356
1544206,6797,6,67,679
1544229,8711,8,87,871
1544856,5411,5,54,541
1545158,2000,2,20,200
1545391,3640,3,36,364
1545654,6798,6,67,679
1545772,6512,6,65,651
1545851,1311,1,13,131
1546066,4610,4,46,461
1546296,7370,7,73,737
1546381,7822,7,78,782
1546383,2300,2,23,230
1546417,5812,5,58,581
1546429,6726,6,67,672
1546640,7380,7,73,738
1547063,2860,2,28,286
1547158,6199,6,61,619
1547459,5400,5,54,540
1547546,6798,6,67,679
1547635,6020,6,60,602
1547638,4922,4,49,492
1547903,6351,6,63,635
1548281,9995,9,99,999
1548309,5700,5,57,570
1548621,5812,5,58,581
1548981,6798,6,67,679
1549084,3845,3,38,384
1549107,7900,7,79,790
1549276,6035,6,60,603
1549346,7370,7,73,737
1549756,1311,1,13,131
1549802,5961,5,59,596
1549848,1400,1,14,140
1549872,7370,7,73,737
1549922,1311,1,13,131
1549966,6282,6,62,628
1550603,6020,6,60,602
1550695,7320,7,73,732
1550910,5311,5,53,531
1550935,7370,7,73,737
1551060,7370,7,73,737
1551152,2836,2,28,283
1551693,3842,3,38,384
1551739,6035,6,60,603
1551901,6797,6,67,679
1551986,2836,2,28,283
1552000,4610,4,46,461
1552033,7323,7,73,732
1552198,6797,6,67,679
1552275,5172,5,51,517
1552448,2040,2,20,204
1552451,2836,2,28,283
1552670,7373,7,73,737
1552795,2836,2,28,283
1552797,5171,5,51,517
1552800,5700,5,57,570
1553023,6798,6,67,679
1553079,6798,6,67,679
1553326,6035,6,60,603
1553467,1381,1,13,138
1553588,7900,7,79,790
1553846,2836,2,28,283
1554697,6726,6,67,672
1554859,3845,3,38,384
1554875,7370,7,73,737
1555039,6798,6,67,679
1555074,6500,6,65,650
1555177,1400,1,14,140
1555218,6798,6,67,679
1555280,2834,2,28,283
1555365,2020,2,20,202
1555492,5411,5,54,541
1555538,3312,3,33,331
1556263,2836,2,28,283
1556266,6159,6,61,615
1556336,6726,6,67,672
1556364,6798,6,67,679
1556593,6798,6,67,679
1556727,6036,6,60,603
1556739,7310,7,73,731
1556766,2911,2,29,291
1556884,7372,7,73,737
1557142,2836,2,28,283
1557255,6798,6,67,679
1557421,2836,2,28,283
1557523,6726,6,67,672
1557746,2834,2,28,283
1557860,7370,7,73,737
1557883,2836,2,28,283
1557915,6726,6,67,672
1558583,3711,3,37,371
1558633,2086,2,20,208
1558785,2911,2,29,291
1559053,2836,2,28,283
1559149,2834,2,28,283
1559865,7374,7,73,737
1559909,6797,6,67,679
1559991,6726,6,67,672
1560186,1381,1,13,138
1560241,2836,2,28,283
1560258,3845,3,38,384
1560327,7372,7,73,737
1560443,1311,1,13,131
1560672,6798,6,67,679
1560968,3100,3,31,310
1561387,6411,6,64,641
1561566,7374,7,73,737
1561627,3550,3,35,355
1561660,4991,4,49,499
1561680,1531,1,15,153
1561694,1040,1,10,104
1561743,2836,2,28,283
1561894,6798,6,67,679
1562039,5500,5,55,550
1562214,6282,6,62,628
1562401,6798,6,67,679
1562463,6020,6,60,602
1562476,1531,1,15,153
1562594,7372,7,73,737
1562767,5961,5,59,596
1563407,5411,5,54,541
1563411,3350,3,33,335
1563568,3714,3,37,371
1563665,2836,2,28,283
1563699,7370,7,73,737
1563855,2836,2,28,283
1564180,4400,4,44,440
1564408,7370,7,73,737
1564538,6798,6,67,679
1564584,6726,6,67,672
1564618,6020,6,60,602
1564708,2711,2,27,271
1564709,2084,2,20,208
1564822,2030,2,20,203
1564824,2836,2,28,283
1564902,7996,7,79,799
1565025,2082,2,20,208
1565228,4899,4,48,489
1565337,7372,7,73,737
1565381,6726,6,67,672
1566044,2836,2,28,283
1566049,2836,2,28,283
1566373,2836,2,28,283
1566388,6726,6,67,672
1566469,7373,7,73,737
1566826,7373,7,73,737
1566844,3845,3,38,384
1566897,7011,7,70,701
1567094,3523,3,35,352
1567345,4833,4,48,483
1567514,2836,2,28,283
1567529,2836,2,28,283
1567569,6726,6,67,672
1567683,4911,4,49,491
1567892,2834,2,28,283
1568292,6726,6,67,672
1568319,6512,6,65,651
1568639,4922,4,49,492
1568832,6282,6,62,628
1569134,4922,4,49,492
1569187,6798,6,67,679
1569329,2834,2,28,283
1569391,6211,6,62,621
